File accession	File type	Output type	File assembly	Experiment accession	Assay	Biosample term name	Experiment target	Biological replicate(s)	File download URL	File Status	s3_uri	File analysis status
ENCFF587TCC	bigWig	fold change over control	GRCh38	ENCSR890DSP	TF ChIP-seq	HepG2	IRF1-human	1	https://www.encodeproject.org/files/ENCFF587TCC/@@download/ENCFF587TCC.bigWig	released	s3://encode-public/2020/07/02/996cb336-df5d-4e58-8079-b71f8d71890f/ENCFF587TCC.bigWig	released
ENCFF682RKS	bigWig	fold change over control	GRCh38	ENCSR890DSP	TF ChIP-seq	HepG2	IRF1-human	2	https://www.encodeproject.org/files/ENCFF682RKS/@@download/ENCFF682RKS.bigWig	released	s3://encode-public/2020/07/02/485ba5cf-5e9f-4ecc-8c73-45cb909d8834/ENCFF682RKS.bigWig	released
ENCFF243EQG	bigWig	fold change over control	GRCh38	ENCSR854MCV	TF ChIP-seq	K562	IRF1-human	1	https://www.encodeproject.org/files/ENCFF243EQG/@@download/ENCFF243EQG.bigWig	released	s3://encode-public/2020/12/01/454f7841-69a1-4e78-8939-76b069de96a6/ENCFF243EQG.bigWig	released
ENCFF856NHO	bigWig	fold change over control	GRCh38	ENCSR854MCV	TF ChIP-seq	K562	IRF1-human	2	https://www.encodeproject.org/files/ENCFF856NHO/@@download/ENCFF856NHO.bigWig	released	s3://encode-public/2020/12/01/5736a004-8879-43fc-875d-f22c16abd806/ENCFF856NHO.bigWig	released
ENCFF224BWP	bigWig	fold change over control	GRCh38	ENCSR809JSD	TF ChIP-seq	K562	IRF1-human	1	https://www.encodeproject.org/files/ENCFF224BWP/@@download/ENCFF224BWP.bigWig	released	s3://encode-public/2022/05/25/7aa8f507-87c2-436f-b070-813734782959/ENCFF224BWP.bigWig	released
ENCFF639BQL	bigWig	fold change over control	GRCh38	ENCSR809JSD	TF ChIP-seq	K562	IRF1-human	2	https://www.encodeproject.org/files/ENCFF639BQL/@@download/ENCFF639BQL.bigWig	released	s3://encode-public/2022/05/25/dabd981c-249f-4326-8675-6ab7cc823cc9/ENCFF639BQL.bigWig	released
ENCFF051GWH	bigWig	fold change over control	GRCh38	ENCSR376WCJ	TF ChIP-seq	K562	IRF2-human	1	https://www.encodeproject.org/files/ENCFF051GWH/@@download/ENCFF051GWH.bigWig	released	s3://encode-public/2020/12/01/49a0c1ab-fb68-4c0b-8f9e-260224233893/ENCFF051GWH.bigWig	released
ENCFF578NHG	bigWig	fold change over control	GRCh38	ENCSR376WCJ	TF ChIP-seq	K562	IRF2-human	3	https://www.encodeproject.org/files/ENCFF578NHG/@@download/ENCFF578NHG.bigWig	released	s3://encode-public/2020/12/01/822542f5-e1bd-4a19-9adc-db7e45af2fd7/ENCFF578NHG.bigWig	released
ENCFF820ZXS	bigWig	fold change over control	GRCh38	ENCSR604UJV	TF ChIP-seq	HepG2	IRF2-human	1	https://www.encodeproject.org/files/ENCFF820ZXS/@@download/ENCFF820ZXS.bigWig	released	s3://encode-public/2020/12/03/fa499997-0ad7-4336-af45-7b26d7ede76c/ENCFF820ZXS.bigWig	released
ENCFF222UXT	bigWig	fold change over control	GRCh38	ENCSR604UJV	TF ChIP-seq	HepG2	IRF2-human	2	https://www.encodeproject.org/files/ENCFF222UXT/@@download/ENCFF222UXT.bigWig	released	s3://encode-public/2020/12/03/1c3e0505-1cf7-48ae-ba25-f505cb90530d/ENCFF222UXT.bigWig	released
ENCFF562DCO	bigWig	fold change over control	GRCh38	ENCSR645ZWR	TF ChIP-seq	K562	IRF2-human	1	https://www.encodeproject.org/files/ENCFF562DCO/@@download/ENCFF562DCO.bigWig	released	s3://encode-public/2022/09/03/ae3a8c69-0754-49b8-b673-27d5472752ff/ENCFF562DCO.bigWig	released
ENCFF341XGE	bigWig	fold change over control	GRCh38	ENCSR645ZWR	TF ChIP-seq	K562	IRF2-human	2	https://www.encodeproject.org/files/ENCFF341XGE/@@download/ENCFF341XGE.bigWig	released	s3://encode-public/2022/09/03/e160869f-cef4-49c5-8d3b-f3559ac5fb54/ENCFF341XGE.bigWig	released
ENCFF252SRN	bigWig	fold change over control	GRCh38	ENCSR592ZQB	TF ChIP-seq	WTC11	IRF2-human	1	https://www.encodeproject.org/files/ENCFF252SRN/@@download/ENCFF252SRN.bigWig	released	s3://encode-public/2022/08/27/366fe151-1042-46f6-a8d1-0390c1bf0cea/ENCFF252SRN.bigWig	released
ENCFF078IJQ	bigWig	fold change over control	GRCh38	ENCSR592ZQB	TF ChIP-seq	WTC11	IRF2-human	2	https://www.encodeproject.org/files/ENCFF078IJQ/@@download/ENCFF078IJQ.bigWig	released	s3://encode-public/2022/08/27/8c7ed188-fff8-45f2-9ce5-350ecd520fd3/ENCFF078IJQ.bigWig	released
ENCFF175AKN	bigWig	fold change over control	GRCh38	ENCSR000EEJ	TF ChIP-seq	HepG2	IRF3-human	1	https://www.encodeproject.org/files/ENCFF175AKN/@@download/ENCFF175AKN.bigWig	released	s3://encode-public/2020/12/27/53fb0783-db59-431e-8d66-5255529cfbf3/ENCFF175AKN.bigWig	released
ENCFF014YLV	bigWig	fold change over control	GRCh38	ENCSR000EEJ	TF ChIP-seq	HepG2	IRF3-human	2	https://www.encodeproject.org/files/ENCFF014YLV/@@download/ENCFF014YLV.bigWig	released	s3://encode-public/2020/12/27/dfddaf06-8d9e-461c-a1b1-53bd93e12441/ENCFF014YLV.bigWig	released
ENCFF847FLI	bigWig	fold change over control	GRCh38	ENCSR025EXJ	TF ChIP-seq	HepG2	IRF5-human	1	https://www.encodeproject.org/files/ENCFF847FLI/@@download/ENCFF847FLI.bigWig	released	s3://encode-public/2020/08/22/5a969133-98fb-4070-9788-7155a6ca8a7e/ENCFF847FLI.bigWig	released
ENCFF560OBM	bigWig	fold change over control	GRCh38	ENCSR025EXJ	TF ChIP-seq	HepG2	IRF5-human	2	https://www.encodeproject.org/files/ENCFF560OBM/@@download/ENCFF560OBM.bigWig	released	s3://encode-public/2020/08/22/1cd59f89-6789-4d9c-88c0-f9207cb3514d/ENCFF560OBM.bigWig	released
ENCFF707LXS	bigWig	fold change over control	GRCh38	ENCSR631JFU	TF ChIP-seq	HepG2	IRF9-human	1	https://www.encodeproject.org/files/ENCFF707LXS/@@download/ENCFF707LXS.bigWig	released	s3://encode-public/2022/01/01/41eac2eb-8819-4737-b2fd-2d7870e6226c/ENCFF707LXS.bigWig	released
ENCFF848IAB	bigWig	fold change over control	GRCh38	ENCSR631JFU	TF ChIP-seq	HepG2	IRF9-human	2	https://www.encodeproject.org/files/ENCFF848IAB/@@download/ENCFF848IAB.bigWig	released	s3://encode-public/2022/01/01/62dd1199-3252-457d-9aef-bc5665bb84cc/ENCFF848IAB.bigWig	released
ENCFF260DUQ	bigWig	fold change over control	GRCh38	ENCSR926KTP	TF ChIP-seq	K562	IRF9-human	1	https://www.encodeproject.org/files/ENCFF260DUQ/@@download/ENCFF260DUQ.bigWig	released	s3://encode-public/2020/12/01/16d0bf0a-3fa0-4e2b-9a93-61da4101921c/ENCFF260DUQ.bigWig	released
ENCFF694RZN	bigWig	fold change over control	GRCh38	ENCSR926KTP	TF ChIP-seq	K562	IRF9-human	2	https://www.encodeproject.org/files/ENCFF694RZN/@@download/ENCFF694RZN.bigWig	released	s3://encode-public/2020/12/01/bd04baae-5170-409b-b50b-63c18b094714/ENCFF694RZN.bigWig	released
ENCFF761RBD	bigWig	fold change over control	GRCh38	ENCSR492IHH	TF ChIP-seq	HepG2	ISL2-human	2	https://www.encodeproject.org/files/ENCFF761RBD/@@download/ENCFF761RBD.bigWig	released	s3://encode-public/2020/07/09/a301dc40-c3a7-4a5b-9cbb-efbda1ca940e/ENCFF761RBD.bigWig	released
ENCFF219JRA	bigWig	fold change over control	GRCh38	ENCSR492IHH	TF ChIP-seq	HepG2	ISL2-human	1	https://www.encodeproject.org/files/ENCFF219JRA/@@download/ENCFF219JRA.bigWig	released	s3://encode-public/2020/07/09/ca1af96d-0f34-41ef-906a-4415a4baa370/ENCFF219JRA.bigWig	released
ENCFF287NSA	bigWig	fold change over control	GRCh38	ENCSR543BNN	TF ChIP-seq	HepG2	ISX-human	2	https://www.encodeproject.org/files/ENCFF287NSA/@@download/ENCFF287NSA.bigWig	released	s3://encode-public/2020/07/09/bb48f652-1d94-4bd0-8c16-0b51e4f94c89/ENCFF287NSA.bigWig	released
ENCFF007BAV	bigWig	fold change over control	GRCh38	ENCSR543BNN	TF ChIP-seq	HepG2	ISX-human	1	https://www.encodeproject.org/files/ENCFF007BAV/@@download/ENCFF007BAV.bigWig	released	s3://encode-public/2020/07/09/864a45a2-5400-42d2-a0c6-610c9ab96b26/ENCFF007BAV.bigWig	released
ENCFF113YAF	bigWig	fold change over control	GRCh38	ENCSR568LRK	TF ChIP-seq	WTC11	JAZF1-human	1	https://www.encodeproject.org/files/ENCFF113YAF/@@download/ENCFF113YAF.bigWig	released	s3://encode-public/2021/09/01/8df470bb-9033-495b-80d4-6c345808cd12/ENCFF113YAF.bigWig	released
ENCFF887WAU	bigWig	fold change over control	GRCh38	ENCSR568LRK	TF ChIP-seq	WTC11	JAZF1-human	2	https://www.encodeproject.org/files/ENCFF887WAU/@@download/ENCFF887WAU.bigWig	released	s3://encode-public/2021/09/01/734a0c13-f034-4798-86c7-f10fd4d3e981/ENCFF887WAU.bigWig	released
ENCFF223QGJ	bigWig	fold change over control	GRCh38	ENCSR211BDR	TF ChIP-seq	HepG2	JDP2-human	1	https://www.encodeproject.org/files/ENCFF223QGJ/@@download/ENCFF223QGJ.bigWig	released	s3://encode-public/2022/09/03/75b9c672-0168-4133-bf4b-5ebc9cef8896/ENCFF223QGJ.bigWig	released
ENCFF397WSF	bigWig	fold change over control	GRCh38	ENCSR211BDR	TF ChIP-seq	HepG2	JDP2-human	2	https://www.encodeproject.org/files/ENCFF397WSF/@@download/ENCFF397WSF.bigWig	released	s3://encode-public/2022/09/03/7a99ec98-b10b-48f1-add2-d0430bc6154d/ENCFF397WSF.bigWig	released
ENCFF139APO	bigWig	fold change over control	GRCh38	ENCSR741TTE	TF ChIP-seq	HepG2	JRK-human	1	https://www.encodeproject.org/files/ENCFF139APO/@@download/ENCFF139APO.bigWig	released	s3://encode-public/2021/08/02/b3da3a8b-792f-4a74-857a-c661805ac6e4/ENCFF139APO.bigWig	released
ENCFF720CQH	bigWig	fold change over control	GRCh38	ENCSR741TTE	TF ChIP-seq	HepG2	JRK-human	2	https://www.encodeproject.org/files/ENCFF720CQH/@@download/ENCFF720CQH.bigWig	released	s3://encode-public/2021/08/02/2b6fe84f-4828-41c1-a4eb-0ee6f0a9cd1d/ENCFF720CQH.bigWig	released
ENCFF396CZE	bigWig	fold change over control	GRCh38	ENCSR795IYP	TF ChIP-seq	K562	JUNB-human	1	https://www.encodeproject.org/files/ENCFF396CZE/@@download/ENCFF396CZE.bigWig	released	s3://encode-public/2021/02/04/e13b7af8-1c7b-43a8-b26c-6c80a4e30a2f/ENCFF396CZE.bigWig	released
ENCFF011IXA	bigWig	fold change over control	GRCh38	ENCSR795IYP	TF ChIP-seq	K562	JUNB-human	2	https://www.encodeproject.org/files/ENCFF011IXA/@@download/ENCFF011IXA.bigWig	released	s3://encode-public/2021/02/04/9e4fb722-cd0f-40a0-a0a3-92eb7ddfadae/ENCFF011IXA.bigWig	released
ENCFF434RMI	bigWig	fold change over control	GRCh38	ENCSR525VAT	TF ChIP-seq	K562	JUNB-human	1	https://www.encodeproject.org/files/ENCFF434RMI/@@download/ENCFF434RMI.bigWig	released	s3://encode-public/2020/07/02/6b8bb8c1-2ecc-4855-a683-6f48e78a192b/ENCFF434RMI.bigWig	released
ENCFF690RWM	bigWig	fold change over control	GRCh38	ENCSR525VAT	TF ChIP-seq	K562	JUNB-human	2	https://www.encodeproject.org/files/ENCFF690RWM/@@download/ENCFF690RWM.bigWig	released	s3://encode-public/2020/07/02/7e4d8b95-d3f2-4d89-89cc-33e7974fec0a/ENCFF690RWM.bigWig	released
ENCFF645BTR	bigWig	fold change over control	GRCh38	ENCSR685GGQ	TF ChIP-seq	HepG2	JUNB-human	2	https://www.encodeproject.org/files/ENCFF645BTR/@@download/ENCFF645BTR.bigWig	released	s3://encode-public/2022/07/23/bfcc157b-46fb-432a-8a30-694e72996bfd/ENCFF645BTR.bigWig	released
ENCFF238NIE	bigWig	fold change over control	GRCh38	ENCSR685GGQ	TF ChIP-seq	HepG2	JUNB-human	1	https://www.encodeproject.org/files/ENCFF238NIE/@@download/ENCFF238NIE.bigWig	released	s3://encode-public/2022/07/23/6a321fb1-290f-42ad-ae3c-805c73e29608/ENCFF238NIE.bigWig	released
ENCFF350YXS	bigWig	fold change over control	GRCh38	ENCSR000DJX	TF ChIP-seq	K562	JUND-human	3	https://www.encodeproject.org/files/ENCFF350YXS/@@download/ENCFF350YXS.bigWig	released	s3://encode-public/2021/01/06/0b0f6bc7-080f-4b42-9a19-05524a67a13b/ENCFF350YXS.bigWig	released
ENCFF787BZQ	bigWig	fold change over control	GRCh38	ENCSR000DJX	TF ChIP-seq	K562	JUND-human	1	https://www.encodeproject.org/files/ENCFF787BZQ/@@download/ENCFF787BZQ.bigWig	released	s3://encode-public/2021/01/06/5987b6ed-da36-48f9-bb65-235642eaaf94/ENCFF787BZQ.bigWig	released
ENCFF805COW	bigWig	fold change over control	GRCh38	ENCSR000DJX	TF ChIP-seq	K562	JUND-human	2	https://www.encodeproject.org/files/ENCFF805COW/@@download/ENCFF805COW.bigWig	released	s3://encode-public/2021/01/06/42ea1806-b359-462d-bd44-9ddffaddec59/ENCFF805COW.bigWig	released
ENCFF152HXM	bigWig	fold change over control	GRCh38	ENCSR000EGN	TF ChIP-seq	K562	JUND-human	1	https://www.encodeproject.org/files/ENCFF152HXM/@@download/ENCFF152HXM.bigWig	released	s3://encode-public/2020/12/12/07c8ed05-b2fa-4ec5-bc73-70a480318ce4/ENCFF152HXM.bigWig	released
ENCFF298JHY	bigWig	fold change over control	GRCh38	ENCSR000EGN	TF ChIP-seq	K562	JUND-human	2	https://www.encodeproject.org/files/ENCFF298JHY/@@download/ENCFF298JHY.bigWig	released	s3://encode-public/2020/12/12/bf9f6075-0382-4f50-8fe8-2dec4fd0c175/ENCFF298JHY.bigWig	released
ENCFF152UWE	bigWig	fold change over control	GRCh38	ENCSR000EBZ	TF ChIP-seq	H1	JUND-human	1	https://www.encodeproject.org/files/ENCFF152UWE/@@download/ENCFF152UWE.bigWig	released	s3://encode-public/2020/12/11/f94af1d9-6efe-41ee-9477-ae6b9464fee4/ENCFF152UWE.bigWig	released
ENCFF507FTJ	bigWig	fold change over control	GRCh38	ENCSR000EBZ	TF ChIP-seq	H1	JUND-human	2	https://www.encodeproject.org/files/ENCFF507FTJ/@@download/ENCFF507FTJ.bigWig	released	s3://encode-public/2020/12/11/18b62aef-232c-4b58-bb77-2b30396d6c92/ENCFF507FTJ.bigWig	released
ENCFF562GOQ	bigWig	fold change over control	GRCh38	ENCSR000EEI	TF ChIP-seq	HepG2	JUND-human	1	https://www.encodeproject.org/files/ENCFF562GOQ/@@download/ENCFF562GOQ.bigWig	released	s3://encode-public/2021/01/01/10084694-ded9-4af1-9d92-85e009774c02/ENCFF562GOQ.bigWig	released
ENCFF028CZW	bigWig	fold change over control	GRCh38	ENCSR000EEI	TF ChIP-seq	HepG2	JUND-human	2	https://www.encodeproject.org/files/ENCFF028CZW/@@download/ENCFF028CZW.bigWig	released	s3://encode-public/2021/01/01/e9534119-2086-4f05-875f-580a71a86462/ENCFF028CZW.bigWig	released
ENCFF160REC	bigWig	fold change over control	GRCh38	ENCSR000BGK	TF ChIP-seq	HepG2	JUND-human	1	https://www.encodeproject.org/files/ENCFF160REC/@@download/ENCFF160REC.bigWig	released	s3://encode-public/2021/01/02/55cc3f95-7aa8-41e4-99f1-1b21ef22e188/ENCFF160REC.bigWig	released
ENCFF369EIQ	bigWig	fold change over control	GRCh38	ENCSR000BGK	TF ChIP-seq	HepG2	JUND-human	2	https://www.encodeproject.org/files/ENCFF369EIQ/@@download/ENCFF369EIQ.bigWig	released	s3://encode-public/2021/01/02/5e31136c-7b0f-4717-9125-5a383b06a563/ENCFF369EIQ.bigWig	released
ENCFF921YOY	bigWig	fold change over control	GRCh38	ENCSR282ZLP	TF ChIP-seq	HepG2	JUND-human	1	https://www.encodeproject.org/files/ENCFF921YOY/@@download/ENCFF921YOY.bigWig	released	s3://encode-public/2022/07/23/2124d630-bae7-4d43-b996-32f6d21e4440/ENCFF921YOY.bigWig	released
ENCFF605RIB	bigWig	fold change over control	GRCh38	ENCSR282ZLP	TF ChIP-seq	HepG2	JUND-human	2	https://www.encodeproject.org/files/ENCFF605RIB/@@download/ENCFF605RIB.bigWig	released	s3://encode-public/2022/07/23/6baf5898-7ad3-43b5-a368-074a869a2b57/ENCFF605RIB.bigWig	released
ENCFF290LDI	bigWig	fold change over control	GRCh38	ENCSR000ECA	TF ChIP-seq	H1	JUN-human	2	https://www.encodeproject.org/files/ENCFF290LDI/@@download/ENCFF290LDI.bigWig	released	s3://encode-public/2020/12/10/056a7b25-6e24-434b-bed3-4318a4c2d74b/ENCFF290LDI.bigWig	released
ENCFF630OTY	bigWig	fold change over control	GRCh38	ENCSR000ECA	TF ChIP-seq	H1	JUN-human	1	https://www.encodeproject.org/files/ENCFF630OTY/@@download/ENCFF630OTY.bigWig	released	s3://encode-public/2020/12/10/1fd3bffa-1e60-4e4a-b47e-c13ae67dfe52/ENCFF630OTY.bigWig	released
ENCFF615AFN	bigWig	fold change over control	GRCh38	ENCSR000EEK	TF ChIP-seq	HepG2	JUN-human	1	https://www.encodeproject.org/files/ENCFF615AFN/@@download/ENCFF615AFN.bigWig	released	s3://encode-public/2020/12/10/76c5b3f1-da41-4544-b42f-7cf95e9e30c8/ENCFF615AFN.bigWig	released
ENCFF831UEI	bigWig	fold change over control	GRCh38	ENCSR000EEK	TF ChIP-seq	HepG2	JUN-human	2	https://www.encodeproject.org/files/ENCFF831UEI/@@download/ENCFF831UEI.bigWig	released	s3://encode-public/2020/12/10/5a5e9a86-41ec-49a8-bfab-807d554e9ccc/ENCFF831UEI.bigWig	released
ENCFF551KIJ	bigWig	fold change over control	GRCh38	ENCSR000EFS	TF ChIP-seq	K562	JUN-human	1	https://www.encodeproject.org/files/ENCFF551KIJ/@@download/ENCFF551KIJ.bigWig	released	s3://encode-public/2020/12/26/aed3b749-4c27-4cf7-924a-63da12ac36b5/ENCFF551KIJ.bigWig	released
ENCFF732NBL	bigWig	fold change over control	GRCh38	ENCSR000EFS	TF ChIP-seq	K562	JUN-human	2	https://www.encodeproject.org/files/ENCFF732NBL/@@download/ENCFF732NBL.bigWig	released	s3://encode-public/2020/12/26/6c49f8c3-e0b0-4ff8-bd68-c2c119738679/ENCFF732NBL.bigWig	released
ENCFF792OYX	bigWig	fold change over control	GRCh38	ENCSR747VUU	TF ChIP-seq	HepG2	JUN-human	2	https://www.encodeproject.org/files/ENCFF792OYX/@@download/ENCFF792OYX.bigWig	released	s3://encode-public/2020/07/01/b7ebd8bb-8437-43d3-aef7-b151c03d8a2e/ENCFF792OYX.bigWig	released
ENCFF179VSA	bigWig	fold change over control	GRCh38	ENCSR747VUU	TF ChIP-seq	HepG2	JUN-human	1	https://www.encodeproject.org/files/ENCFF179VSA/@@download/ENCFF179VSA.bigWig	released	s3://encode-public/2020/07/01/80548ac6-55cf-433a-92f1-2157a2e365b5/ENCFF179VSA.bigWig	released
ENCFF013TGT	bigWig	fold change over control	GRCh38	ENCSR946WBN	TF ChIP-seq	K562	JUN-human	1	https://www.encodeproject.org/files/ENCFF013TGT/@@download/ENCFF013TGT.bigWig	released	s3://encode-public/2022/01/07/0c3ec424-cc49-4e89-8444-d2f3d0917bc3/ENCFF013TGT.bigWig	released
ENCFF448TJP	bigWig	fold change over control	GRCh38	ENCSR946WBN	TF ChIP-seq	K562	JUN-human	2	https://www.encodeproject.org/files/ENCFF448TJP/@@download/ENCFF448TJP.bigWig	released	s3://encode-public/2022/01/07/0dfd19de-4154-4199-a352-62d5ad199fd8/ENCFF448TJP.bigWig	released
ENCFF656KID	bigWig	fold change over control	GRCh38	ENCSR620YNB	TF ChIP-seq	HepG2	KAT2B-human	2	https://www.encodeproject.org/files/ENCFF656KID/@@download/ENCFF656KID.bigWig	released	s3://encode-public/2020/11/30/bad2da51-b8c2-450f-babb-3e1daa128c89/ENCFF656KID.bigWig	released
ENCFF280MDW	bigWig	fold change over control	GRCh38	ENCSR620YNB	TF ChIP-seq	HepG2	KAT2B-human	1	https://www.encodeproject.org/files/ENCFF280MDW/@@download/ENCFF280MDW.bigWig	released	s3://encode-public/2020/11/30/dd60a2ca-f48f-42f3-8581-e8eca75dc461/ENCFF280MDW.bigWig	released
ENCFF389NDK	bigWig	fold change over control	GRCh38	ENCSR000ATZ	TF ChIP-seq	K562	KAT2B-human	1	https://www.encodeproject.org/files/ENCFF389NDK/@@download/ENCFF389NDK.bigWig	released	s3://encode-public/2020/12/28/bd16e99b-3424-4088-a510-7a8f2491f352/ENCFF389NDK.bigWig	released
ENCFF963ZVU	bigWig	fold change over control	GRCh38	ENCSR924JOW	TF ChIP-seq	K562	KAT7-human	1	https://www.encodeproject.org/files/ENCFF963ZVU/@@download/ENCFF963ZVU.bigWig	released	s3://encode-public/2022/08/19/0c0cc0d6-0a5b-4557-909e-596a3c4ccc66/ENCFF963ZVU.bigWig	released
ENCFF517WVJ	bigWig	fold change over control	GRCh38	ENCSR924JOW	TF ChIP-seq	K562	KAT7-human	2	https://www.encodeproject.org/files/ENCFF517WVJ/@@download/ENCFF517WVJ.bigWig	released	s3://encode-public/2022/08/19/873a089f-dc58-416e-89f5-e8b8833a66b1/ENCFF517WVJ.bigWig	released
ENCFF771MTL	bigWig	fold change over control	GRCh38	ENCSR340BXT	TF ChIP-seq	HepG2	KAT7-human	1	https://www.encodeproject.org/files/ENCFF771MTL/@@download/ENCFF771MTL.bigWig	released	s3://encode-public/2020/12/04/73cbd72e-07ff-4446-b2d9-fbd28bfd78f2/ENCFF771MTL.bigWig	released
ENCFF292RQT	bigWig	fold change over control	GRCh38	ENCSR340BXT	TF ChIP-seq	HepG2	KAT7-human	2	https://www.encodeproject.org/files/ENCFF292RQT/@@download/ENCFF292RQT.bigWig	released	s3://encode-public/2020/12/04/13de080d-e6fe-4c85-8dec-75b429fbc948/ENCFF292RQT.bigWig	released
ENCFF164XXT	bigWig	fold change over control	GRCh38	ENCSR086FZL	TF ChIP-seq	K562	KAT8-human	1	https://www.encodeproject.org/files/ENCFF164XXT/@@download/ENCFF164XXT.bigWig	released	s3://encode-public/2020/11/29/147df852-a82c-46de-85a9-f66aac87b6f5/ENCFF164XXT.bigWig	released
ENCFF688JOD	bigWig	fold change over control	GRCh38	ENCSR086FZL	TF ChIP-seq	K562	KAT8-human	2	https://www.encodeproject.org/files/ENCFF688JOD/@@download/ENCFF688JOD.bigWig	released	s3://encode-public/2020/11/29/cf827720-08e0-482c-be1d-00931613739b/ENCFF688JOD.bigWig	released
ENCFF313WXI	bigWig	fold change over control	GRCh38	ENCSR954KIC	TF ChIP-seq	HepG2	KAT8-human	1	https://www.encodeproject.org/files/ENCFF313WXI/@@download/ENCFF313WXI.bigWig	released	s3://encode-public/2020/12/02/cb97ff19-6ea8-4b83-88f7-03e2dfe81936/ENCFF313WXI.bigWig	released
ENCFF237RNT	bigWig	fold change over control	GRCh38	ENCSR954KIC	TF ChIP-seq	HepG2	KAT8-human	2	https://www.encodeproject.org/files/ENCFF237RNT/@@download/ENCFF237RNT.bigWig	released	s3://encode-public/2020/12/02/64fb7861-c0a0-4f6d-99d6-2d4dcda91818/ENCFF237RNT.bigWig	released
ENCFF846YVA	bigWig	fold change over control	GRCh38	ENCSR360HRA	TF ChIP-seq	K562	KDM1A-human	1	https://www.encodeproject.org/files/ENCFF846YVA/@@download/ENCFF846YVA.bigWig	released	s3://encode-public/2020/12/30/69660cc6-ac19-421c-a9eb-3454addef0fd/ENCFF846YVA.bigWig	released
ENCFF403UBR	bigWig	fold change over control	GRCh38	ENCSR360HRA	TF ChIP-seq	K562	KDM1A-human	2	https://www.encodeproject.org/files/ENCFF403UBR/@@download/ENCFF403UBR.bigWig	released	s3://encode-public/2020/12/30/8659b5bd-e27c-4862-90c0-617a0f1e8028/ENCFF403UBR.bigWig	released
ENCFF724LQA	bigWig	fold change over control	GRCh38	ENCSR418RRF	TF ChIP-seq	H1	KDM1A-human	2	https://www.encodeproject.org/files/ENCFF724LQA/@@download/ENCFF724LQA.bigWig	released	s3://encode-public/2021/03/20/16401bac-3365-4246-9fec-87bdc84c0e6c/ENCFF724LQA.bigWig	released
ENCFF499SUD	bigWig	fold change over control	GRCh38	ENCSR418RRF	TF ChIP-seq	H1	KDM1A-human	1	https://www.encodeproject.org/files/ENCFF499SUD/@@download/ENCFF499SUD.bigWig	released	s3://encode-public/2021/03/20/6aca2ec0-0b25-48ec-8167-20fed24e0920/ENCFF499SUD.bigWig	released
ENCFF062OXN	bigWig	fold change over control	GRCh38	ENCSR908CMW	TF ChIP-seq	K562	KDM1A-human	1	https://www.encodeproject.org/files/ENCFF062OXN/@@download/ENCFF062OXN.bigWig	released	s3://encode-public/2020/12/03/a4b3fe86-ac5d-4ec4-aee3-8de3bdd4f8cf/ENCFF062OXN.bigWig	released
ENCFF549CVE	bigWig	fold change over control	GRCh38	ENCSR908CMW	TF ChIP-seq	K562	KDM1A-human	2	https://www.encodeproject.org/files/ENCFF549CVE/@@download/ENCFF549CVE.bigWig	released	s3://encode-public/2020/12/03/96e0eb93-a9d0-4a96-abf1-b0def20f34ea/ENCFF549CVE.bigWig	released
ENCFF565FUO	bigWig	fold change over control	GRCh38	ENCSR115BLD	TF ChIP-seq	HepG2	KDM1A-human	1	https://www.encodeproject.org/files/ENCFF565FUO/@@download/ENCFF565FUO.bigWig	released	s3://encode-public/2020/12/01/16c735b4-b83b-4edf-a3ce-2cf61e7304b0/ENCFF565FUO.bigWig	released
ENCFF290ZJF	bigWig	fold change over control	GRCh38	ENCSR115BLD	TF ChIP-seq	HepG2	KDM1A-human	2	https://www.encodeproject.org/files/ENCFF290ZJF/@@download/ENCFF290ZJF.bigWig	released	s3://encode-public/2020/12/01/8f5f2d28-72a2-4b24-9cf2-443b6109bd1b/ENCFF290ZJF.bigWig	released
